Date,Symbol,Price in ETH,Deposit Rate,Deposit Rewards
05-01-2021,USDC,0.000373462406137848,0.01697922365590155245,0.03398717886104651764
05-01-2021,DAI,0.00037452467814415,0.03835302897916015697,0.05610440868861931734
05-01-2021,USDT,0.000373937644417537,0.09201084811734196374,0.14720222195529819045
05-02-2021,USDC,0.000373462406137848,0.01697892806430335439,0.03398512828851365699
05-02-2021,DAI,0.00037452467814415,0.03834422842888456097,0.05609760729808141467
05-02-2021,USDT,0.000375662184804582,0.09241098243936645793,0.14650235973133050192
05-03-2021,USDC,0.00037135,0.01782748425068618486,0.03215568131521239797
05-03-2021,DAI,0.000370385,0.03758562322879935825,0.05457328145105245908
05-03-2021,USDT,0.00037306,0.06765377233079842058,0.12810384296989270081
05-04-2021,USDC,0.00037135,0.01782748425068618486,0.03215393760331400946
05-04-2021,DAI,0.000370385,0.03758562322879935825,0.0545670432629892518
05-04-2021,USDT,0.00037306,0.06765377233079842058,0.12807748829617710368
05-05-2021,USDC,0.00037135,0.01782517440164014299,0.03215218912279550772
05-05-2021,DAI,0.000370385,0.03758562322879935825,0.05456080560970724217
05-05-2021,USDT,0.00037306,0.06765377233079842058,0.12805113845350348529
05-06-2021,USDC,0.00037135,0.01782547159946799419,0.03215041185164704097
05-06-2021,DAI,0.000370385,0.037583109446714222,0.05455449480910228626
05-06-2021,USDT,0.00037306,0.06744596591952943965,0.12802868141845449177
05-07-2021,USDC,0.00037135,0.01782547159946799419,0.03214866848014874891
05-07-2021,DAI,0.000370385,0.037583109446714222,0.05454825865143017493
05-07-2021,USDT,0.00037306,0.06744596591952943965,0.1280024213121380049
05-08-2021,USDC,0.00037135,0.01782547180422285153,0.03214692519576102112
05-08-2021,DAI,0.000370385,0.03758312109071725408,0.05454202320090516102
05-08-2021,USDT,0.00037306,0.06744598994067695874,0.12797616550217217448
05-09-2021,USDC,0.00037135,0.01782547180422285153,0.03214518191855215496
05-09-2021,DAI,0.000370385,0.03758312109071725408,0.05453578811157028011
05-09-2021,USDT,0.00037306,0.06744598994067695874,0.12794991499470637735
05-10-2021,USDC,0.00037135,0.01782547180422285153,0.03214343868851829162
05-10-2021,DAI,0.000370385,0.03758312109071725408,0.05452955355755365421
05-10-2021,USDT,0.00037306,0.06744598994067695874,0.12792366929221905497
05-11-2021,USDC,0.00037135,0.01782546712960383686,0.03214169555049294349
05-11-2021,DAI,0.000370385,0.03758312109071725408,0.05452331953897697187
05-11-2021,USDT,0.00037306,0.067540739496264936,0.12790067419795842521
05-12-2021,USDC,0.00037135,0.01782546726767797893,0.03213995246749513743
05-12-2021,DAI,0.000370385,0.03758312109071725408,0.05451708605596181355
05-12-2021,USDT,0.00037306,0.067540739496264936,0.12787440059797963037
05-13-2021,USDC,0.00037135,0.01782546726767797893,0.03213820937952495541
05-13-2021,DAI,0.000370385,0.03751291847233599055,0.05450897151932286902
05-13-2021,USDT,0.00037306,0.067540739496264936,0.12784813181884079249
05-14-2021,USDC,0.00037135,0.01782546726767797893,0.03213646633879133187
05-14-2021,DAI,0.000370385,0.03751291847233599055,0.05450275095971647812
05-14-2021,USDT,0.00037306,0.067540739496264936,0.12782186786125188793
05-15-2021,USDC,0.00037135,0.01782568435228932714,0.03213472363532885983
05-15-2021,DAI,0.000370385,0.03751291847233599055,0.05449653093399301362
05-15-2021,USDT,0.00037306,0.06754078809911153139,0.12779560957418386781
05-16-2021,USDC,0.00037135,0.01782568435228932714,0.03213298066787400749
05-16-2021,DAI,0.000370385,0.03751291847233599055,0.05449031144227295964
05-16-2021,USDT,0.00037306,0.06754078809911153139,0.12776935524290847215
05-17-2021,USDC,0.00037135,0.01782548970513071557,0.0321310620947406876
05-17-2021,DAI,0.000370385,0.03751291847233599055,0.05448409248467669327
05-17-2021,USDT,0.00037306,0.06754078809911153139,0.12774310573530642492
05-18-2021,USDC,0.00037135,0.01782548979880928931,0.03212931931078189392
05-18-2021,DAI,0.000370385,0.03751291847233599055,0.05447787406132448456
05-18-2021,USDT,0.00037306,0.06754078809911153139,0.12771686105208034737
05-19-2021,USDC,0.00037135,0.0178252424391403532,0.03212478650363224498
05-19-2021,DAI,0.000370385,0.03752011754608728943,0.05446691094632061673
05-19-2021,USDT,0.00037306,0.06724479110212773538,0.12766928767654460131
05-20-2021,USDC,0.00037135,0.01782524260101234813,0.0321230439789048078
05-20-2021,DAI,0.000370385,0.03752011754608728943,0.05446069294077492501
05-20-2021,USDT,0.00037306,0.06724359122602907212,0.12764316881673555323
05-21-2021,USDC,0.00037135,0.01782528191943985399,0.03212109447651581655
05-21-2021,DAI,0.00037377,0.03749871901167243043,0.05396083209764092042
05-21-2021,USDT,0.00037306,0.06663390686395478818,0.12761581215945562365
05-22-2021,USDC,0.00037135,0.01782528191943985399,0.0321193520044698678
05-22-2021,DAI,0.00037377,0.03749871901167243043,0.05395467503281805927
05-22-2021,USDT,0.00037306,0.06663390686395478818,0.1275899433771846564
05-23-2021,USDC,0.00037135,0.01782528212626907334,0.03211760962141106868
05-23-2021,DAI,0.00037377,0.03749871901167243043,0.05394851849753766392
05-23-2021,USDT,0.00037306,0.06663390686395478818,0.12756407929210529488
05-24-2021,USDC,0.00037973,0.01766800340203450434,0.03287300204083128325
05-24-2021,DAI,0.000381275,0.03540999954961118271,0.05307821805812590402
05-24-2021,USDT,0.000380081181016893,0.0314160371902693113,0.13422208546788214715
05-25-2021,USDC,0.000367621328031225,0.01697612524436884492,0.03459858217285947901
05-25-2021,DAI,0.000367115,0.03849110517476686776,0.0572586300722230257
